DepMap_ID,Chromosome,Start,End,Num_Probes,Segment_Mean,Status,Source
ACH-002214,1,925689,120005840,9088,0.9788705571685684,0,Sanger WES
ACH-002214,1,143880473,154870216,1189,1.5094134135205224,+,Sanger WES
ACH-002214,1,154924876,155203408,147,2.544760705454012,+,Sanger WES
ACH-002214,1,155204602,225999564,5070,1.458172096925327,+,Sanger WES
ACH-002214,1,226064099,244480036,1199,0.9598959930023612,0,Sanger WES
ACH-002214,1,244490194,245930189,64,0.4753532732871879,-,Sanger WES
ACH-002214,1,246326948,248918615,160,1.0499429941525806,0,Sanger WES
ACH-002214,10,46804,133625762,6885,0.967185821092466,0,Sanger WES
ACH-002214,11,197487,134387911,9457,0.9534809369650488,0,Sanger WES
ACH-002214,12,66632,32796550,2443,1.244379040167374,+,Sanger WES
ACH-002214,12,32802150,85989798,3832,1.2635502151295466,+,Sanger WES
ACH-002214,12,87980078,133203125,3563,0.8353959184740811,-,Sanger WES
ACH-002214,13,19173610,66903857,1869,0.9517529225538748,0,Sanger WES
ACH-002214,13,67225152,114326533,1362,0.8240495533082877,-,Sanger WES
ACH-002214,14,18967233,105708251,5527,0.9812107873738446,0,Sanger WES
ACH-002214,14,105708252,105863510,8,0.0542100444462483,-,Sanger WES
ACH-002214,14,105986331,106324543,29,1.0134367141700864,0,Sanger WES
ACH-002214,14,106334829,106557647,24,0.4461868808426004,-,Sanger WES
ACH-002214,14,106578491,106875267,22,1.0086502458760334,0,Sanger WES
ACH-002214,15,19964405,35382168,591,0.9449408961126564,0,Sanger WES
ACH-002214,15,35410582,101923311,5223,1.4704981813889062,+,Sanger WES
ACH-002214,16,47177,90076160,6610,1.0071677548072238,0,Sanger WES
ACH-002214,17,213599,83094827,10041,1.0064001204518314,0,Sanger WES
ACH-002214,18,158446,9914587,463,1.222521637696025,+,Sanger WES
ACH-002214,18,9931557,80247600,2071,0.96037915808256,0,Sanger WES
ACH-002214,19,281135,58571641,9091,0.9871471072412302,0,Sanger WES
ACH-002214,2,41355,204686534,10209,0.9751878118453128,0,Sanger WES
ACH-002214,2,205104173,241873526,2571,1.4205100120716754,+,Sanger WES
ACH-002214,20,87457,64273852,4264,0.9516401197089834,0,Sanger WES
ACH-002214,21,10413469,46664579,1660,0.9484574779028776,0,Sanger WES
ACH-002214,22,15689827,50799394,3277,0.9891361362593764,0,Sanger WES
ACH-002214,3,325706,198038919,10374,0.97316274727619,0,Sanger WES
ACH-002214,4,85480,162372,8,0.4086223440629913,-,Sanger WES
ACH-002214,4,337731,68655434,2479,0.958916433781939,0,Sanger WES
ACH-002214,4,68662755,68663391,1,0.0676339770208898,-,Sanger WES
ACH-002214,4,68667787,129112043,2715,0.9641864096565452,0,Sanger WES
ACH-002214,4,133149888,185422815,1476,1.444498794591769,+,Sanger WES
ACH-002214,4,185445249,190026224,139,1.819402827088474,+,Sanger WES
ACH-002214,5,140055,31407195,752,0.913714275099127,0,Sanger WES
ACH-002214,5,31408805,50399542,866,1.048891173128108,0,Sanger WES
ACH-002214,5,50399606,132258079,2889,0.9456839389567152,0,Sanger WES
ACH-002214,5,132266211,133073581,146,1.1931703230368784,+,Sanger WES
ACH-002214,5,133073740,181205362,3039,0.9499128077301014,0,Sanger WES
ACH-002214,6,334861,70168434,4417,0.9489947426673774,0,Sanger WES
ACH-002214,6,70168435,170584833,4243,1.0174401981311232,0,Sanger WES
ACH-002214,7,192949,143479048,6888,1.4542627975750315,+,Sanger WES
ACH-002214,7,143571567,143574401,1,0.0115685030195908,-,Sanger WES
ACH-002214,7,143755074,159145023,806,1.4344513108766714,+,Sanger WES
ACH-002214,8,240643,68818498,2862,0.799722287440582,-,Sanger WES
ACH-002214,8,69563723,98042429,855,2.1963972346705662,+,Sanger WES
ACH-002214,8,98042430,98045619,3,1.9311443399577088,+,Sanger WES
ACH-002214,8,98088823,143159174,1635,2.2040760440660545,+,Sanger WES
ACH-002214,8,143159947,145054409,547,2.2941981462274508,+,Sanger WES
ACH-002214,9,214256,18474547,626,1.412758627957642,+,Sanger WES
ACH-002214,9,18504576,64004373,1081,0.9635977967532868,0,Sanger WES
ACH-002214,9,64403464,64428143,4,0.0828846641507751,-,Sanger WES
ACH-002214,9,65282874,138122249,5191,0.9730521281813066,0,Sanger WES
ACH-002214,X,2781813,6534299,51,0.4519155171751319,0,Sanger WES
ACH-002214,X,7050045,7106088,3,9.962444341967373e-08,-,Sanger WES
ACH-002214,X,7219423,8170445,16,0.4790429779164813,0,Sanger WES
ACH-002214,X,8466075,8466633,1,4.697916101167404e-10,-,Sanger WES
ACH-002214,X,8535338,155545528,4521,0.4889849609670637,0,Sanger WES
ACH-002214,Y,2786736,20779918,118,0.4969332563636076,0,Sanger WES
ACH-001020,1,728856,248918615,19436,1.0341847957109318,0,Broad WES
ACH-001020,10,46806,45790783,2104,1.037514860089019,0,Broad WES
ACH-001020,10,45792011,45827642,2,0.0114377730896975,-,Broad WES
ACH-001020,10,45831143,133625763,5907,1.0337232523067246,0,Broad WES
ACH-001020,11,129958,134986999,11045,1.0275374672017052,0,Broad WES
ACH-001020,12,12499,18732,7,0.0009251038828631,-,Broad WES
ACH-001020,12,66633,118152661,9792,1.0235623596610794,0,Broad WES
ACH-001020,12,118159895,118414683,30,0.5058119406261842,-,Broad WES
ACH-001020,12,118981633,133234606,1550,1.0188742469602607,0,Broad WES
ACH-001020,13,19173612,114326533,3536,1.0346042334753902,0,Broad WES
ACH-001020,14,18600866,106875267,6548,1.0309304450129526,0,Broad WES
ACH-001020,15,19964407,20671518,12,0.760977129205004,-,Broad WES
ACH-001020,15,20990371,23361590,81,1.70245185537137,+,Broad WES
ACH-001020,15,23364093,101975415,6773,1.0318183436209902,0,Broad WES
ACH-001020,16,14131,90167596,7921,1.0321316496435675,0,Broad WES
ACH-001020,17,155966,83094827,11080,1.0161631130192457,0,Broad WES
ACH-001020,18,47140,80247600,3065,1.0150332589099875,0,Broad WES
ACH-001020,19,281883,58572882,10430,1.0144557943660095,0,Broad WES
ACH-001020,2,41357,242004734,14889,1.0252487608666123,0,Broad WES
ACH-001020,20,87459,64273852,4733,1.0403940113011207,0,Broad WES
ACH-001020,21,9068165,46664624,1968,1.0163096285050286,0,Broad WES
ACH-001020,22,15689827,18611684,152,1.065894019590958,0,Broad WES
ACH-001020,22,18883163,18883749,1,8.948072520318942e-10,-,Broad WES
ACH-001020,22,19038614,50799394,3909,1.0306353630140652,0,Broad WES
ACH-001020,3,197398,198170102,11851,1.025991657349432,0,Broad WES
ACH-001020,4,85481,190082636,7773,1.0316538602782046,0,Broad WES
ACH-001020,5,140057,180948007,8622,1.0228077519171288,0,Broad WES
ACH-001020,5,180948104,181004200,5,1.839433562486596e-06,-,Broad WES
ACH-001020,5,181004590,181261065,46,1.045078273311981,0,Broad WES
ACH-001020,6,203183,31203067,1717,1.021335601173916,0,Broad WES
ACH-001020,6,31268822,32584628,603,1.083784560593392,0,Broad WES
ACH-001020,6,32637208,32661709,8,1.809735679217696,+,Broad WES
ACH-001020,6,32661716,170583999,7562,1.0386337419982914,0,Broad WES
ACH-001020,7,192950,159145023,9198,1.0319492338838223,0,Broad WES
ACH-001020,8,240645,145054409,6759,1.0161764957687085,0,Broad WES
ACH-001020,9,14557,138219684,7777,1.0217576181306796,0,Broad WES
ACH-001020,X,2781815,155514517,4768,0.5050489053200664,0,Broad WES
ACH-001020,Y,2786738,22315015,199,0.5886671390604341,+,Broad WES
ACH-000317,1,925689,31744983,3540,0.5546501607422074,-,Broad WES
ACH-000317,1,31755746,149071371,5942,1.2980248470886688,+,Broad WES
ACH-000317,1,149071372,149071640,1,0.0875399275381023,-,Broad WES
ACH-000317,1,149076957,160201628,1980,1.2726370251468382,+,Broad WES
ACH-000317,1,160211292,160358523,71,0.8280839852026153,-,Broad WES
ACH-000317,1,160370479,248918615,5505,1.293239967800045,+,Broad WES
ACH-000317,10,46804,17174912,853,0.974387141528862,0,Broad WES
ACH-000317,10,17229170,23037731,244,1.1390017786964737,+,Broad WES
ACH-000317,10,23095356,23095978,1,0.1242768943904935,-,Broad WES
ACH-000317,10,23103891,27167526,220,1.1396651483312126,+,Broad WES
ACH-000317,10,27169691,27240646,17,0.6242094051276487,-,Broad WES
ACH-000317,10,27398041,47369081,525,1.154005420093161,+,Broad WES
ACH-000317,10,47474185,47477446,3,1.0935815846239939e-09,-,Broad WES
ACH-000317,10,47483660,86206900,1608,1.142285278791386,+,Broad WES
ACH-000317,10,86363688,133626992,3423,0.6250528135969955,-,Broad WES
ACH-000317,11,193459,86672196,6853,1.048623658015143,0,Broad WES
ACH-000317,11,86807391,134311420,2633,0.5358057616396431,-,Broad WES
ACH-000317,11,134312098,134332399,4,0.002695842635806,-,Broad WES
ACH-000317,11,134342501,134387911,17,0.5270511914775922,-,Broad WES
ACH-000317,12,66632,133203125,9707,1.0636253003788525,0,Broad WES
ACH-000317,13,19173610,29034375,557,0.7651481402530226,-,Broad WES
ACH-000317,13,29281453,71867021,1291,0.4801506381001388,-,Broad WES
ACH-000317,13,72710069,114326533,1321,0.7528466853418408,-,Broad WES
ACH-000317,14,18967233,55652179,2248,0.5470474952885553,-,Broad WES
ACH-000317,14,55652597,55653321,2,0.074059314188133,-,Broad WES
ACH-000317,14,55653322,73523263,1110,0.5472758119468669,-,Broad WES
ACH-000317,14,73542797,73543907,1,0.0139948322084974,-,Broad WES
ACH-000317,14,73568988,105740443,2131,0.5434457767000264,-,Broad WES
ACH-000317,14,105741222,106324543,75,0.7815033702477168,-,Broad WES
ACH-000317,14,106334829,106875267,46,0.5200520754622497,-,Broad WES
ACH-000317,15,19964405,45691282,1867,1.015757488054336,0,Broad WES
ACH-000317,15,47581101,47581602,1,0.0027023719990304,-,Broad WES
ACH-000317,15,47759546,101923311,3851,0.9826434922796344,0,Broad WES
ACH-000317,16,47177,50796760,3803,1.040347858969581,0,Broad WES
ACH-000317,16,51064265,51064766,1,0.0045415421966432,-,Broad WES
ACH-000317,16,51136859,90076160,2923,1.0271216063133886,0,Broad WES
ACH-000317,17,213599,4783380,771,1.0541915257918282,0,Broad WES
ACH-000317,17,4785109,4786604,3,0.2011121293070204,-,Broad WES
ACH-000317,17,4788759,36106522,3458,1.05809707982431,0,Broad WES
ACH-000317,17,36165742,36438233,10,2.657566882029025,+,Broad WES
ACH-000317,17,36486447,41734886,886,1.07196514703791,0,Broad WES
ACH-000317,17,41755491,43832158,507,0.5542681448896005,-,Broad WES
ACH-000317,17,43846964,45034581,298,1.0538539918732814,0,Broad WES
ACH-000317,17,45034582,45054362,2,0.138359825077626,-,Broad WES
ACH-000317,17,45061077,81463226,3746,1.0669606722710268,0,Broad WES
ACH-000317,17,81463360,83094827,404,1.5395833775802248,+,Broad WES
ACH-000317,18,158446,80247600,2523,0.9942268705293102,0,Broad WES
ACH-000317,19,110426,17627035,3814,1.058187293961893,0,Broad WES
ACH-000317,19,17627730,17628190,1,0.0097122885518376,-,Broad WES
ACH-000317,19,17630471,58571641,5446,1.0595186626816715,0,Broad WES
ACH-000317,2,41355,26098974,942,0.7921079708196702,-,Broad WES
ACH-000317,2,26109515,225583285,10337,0.9255815422964266,0,Broad WES
ACH-000317,2,225651181,233347162,543,0.5582406161065807,-,Broad WES
ACH-000317,2,233354266,233354926,1,1.232238787858906e-09,-,Broad WES
ACH-000317,2,233388004,241873526,650,0.5440627647816871,-,Broad WES
ACH-000317,20,87457,64273852,4339,1.0454006779434406,0,Broad WES
ACH-000317,21,10413469,46664579,1687,1.0207432306846993,0,Broad WES
ACH-000317,22,15527906,32802374,1445,0.985304806473914,0,Broad WES
ACH-000317,22,32833593,32834094,1,0.002945828178492,-,Broad WES
ACH-000317,22,32849199,42847884,1052,0.9875816941543,0,Broad WES
ACH-000317,22,42856861,42876585,3,0.001136727371187,-,Broad WES
ACH-000317,22,42876635,50799394,799,0.9761055057312974,0,Broad WES
ACH-000317,3,319524,17015163,1020,0.7180220230809662,-,Broad WES
ACH-000317,3,17035525,17036026,1,0.0099402785816775,-,Broad WES
ACH-000317,3,17042621,37629588,555,0.7132140357589078,-,Broad WES
ACH-000317,3,37653461,55684109,2725,0.7079380381829864,-,Broad WES
ACH-000317,3,55699127,57758101,124,1.017398590069445,0,Broad WES
ACH-000317,3,57831130,58211158,73,0.6955470433921617,-,Broad WES
ACH-000317,3,58256334,89479754,571,1.016146208745529,0,Broad WES
ACH-000317,3,93873992,120002491,1011,0.7769544896977019,-,Broad WES
ACH-000317,3,120093094,198038919,4201,1.2435090437706222,+,Broad WES
ACH-000317,4,59179,27023248,1304,1.2626773179895068,+,Broad WES
ACH-000317,4,27160605,27161106,1,0.0096708740421306,-,Broad WES
ACH-000317,4,30721170,62070419,1022,1.267582809801675,+,Broad WES
ACH-000317,4,64279819,69112988,105,0.5544133875101724,-,Broad WES
ACH-000317,4,69200187,76716660,541,1.291180772385921,+,Broad WES
ACH-000317,4,76730551,103196504,1157,0.552899434028941,-,Broad WES
ACH-000317,4,103589429,105729751,35,1.3185607116428226,+,Broad WES
ACH-000317,4,105822701,122456692,734,0.5593696949680526,-,Broad WES
ACH-000317,4,122612457,190026224,1761,0.8679230234059147,-,Broad WES
ACH-000317,5,140055,88824038,3071,0.9782723018550856,0,Broad WES
ACH-000317,5,89120286,89120787,1,0.0072050492135889,-,Broad WES
ACH-000317,5,90393811,98794003,358,0.9643682106748857,0,Broad WES
ACH-000317,5,98856127,140982815,1811,1.270167710278816,+,Broad WES
ACH-000317,5,141009374,181205362,2346,1.692805241916122,+,Broad WES
ACH-000317,6,334861,31117781,1432,0.5586722242149036,-,Broad WES
ACH-000317,6,31137698,31151374,19,1.1594808559379757,+,Broad WES
ACH-000317,6,31154243,78868143,3365,0.5874398329746016,-,Broad WES
ACH-000317,6,78885125,105377771,857,0.5949131610593363,-,Broad WES
ACH-000317,6,105397600,105403143,2,2.870588380568288e-05,-,Broad WES
ACH-000317,6,106088014,136623233,1379,0.6731094423541095,-,Broad WES
ACH-000317,6,136637072,153012014,759,0.5623078138991735,-,Broad WES
ACH-000317,6,153023145,153023646,1,0.0171499597416495,-,Broad WES
ACH-000317,6,153024009,170584833,781,0.5479423432610404,-,Broad WES
ACH-000317,7,192949,87219755,3210,1.568376575776624,+,Broad WES
ACH-000317,7,87348816,87354649,2,0.1965759865597332,-,Broad WES
ACH-000317,7,87358953,159142797,4328,1.5733449380815014,+,Broad WES
ACH-000317,8,240643,2145233,96,1.0359145473955171,0,Broad WES
ACH-000317,8,2938334,26865221,1019,0.5485644364113124,-,Broad WES
ACH-000317,8,27236593,70070112,1669,1.058770570888849,0,Broad WES
ACH-000317,8,70100325,70100826,1,0.0180900098032135,-,Broad WES
ACH-000317,8,70103340,119106443,1482,1.075678538769101,0,Broad WES
ACH-000317,8,119208222,119208854,1,1.3167905195472727e-09,-,Broad WES
ACH-000317,8,119221336,145054409,1506,1.0568971570768793,0,Broad WES
ACH-000317,9,214256,14869227,505,1.1059291775677456,0,Broad WES
ACH-000317,9,15171766,21968494,303,0.5587554874655413,-,Broad WES
ACH-000317,9,21970649,22447984,7,0.0020884799375165,-,Broad WES
ACH-000317,9,22450811,28889205,101,0.5646211200766201,-,Broad WES
ACH-000317,9,32405254,138122249,6001,1.0011540623264716,0,Broad WES
ACH-000317,X,2781813,3675018,57,0.5345619293844539,0,Broad WES
ACH-000317,X,3712835,3713505,1,5.620283670407566e-10,-,Broad WES
ACH-000317,X,5892564,34132530,947,0.5321198030123641,0,Broad WES
ACH-000317,X,34630060,54792288,975,0.4648016193001031,0,Broad WES
ACH-000317,X,54796689,155545528,3155,0.5209060145056409,0,Broad WES
ACH-000317,Y,2786736,20781284,147,0.4194233249889186,-,Broad WES
ACH-000382,1,925689,1342259,194,0.679091085900314,-,Broad WES
ACH-000382,1,1342260,31434451,3240,0.5734521440369241,-,Broad WES
ACH-000382,1,31576896,35883698,589,2.4999235905505737,+,Broad WES
ACH-000382,1,35888174,36100494,54,3.5008882233144725,+,Broad WES
ACH-000382,1,36136950,37541007,109,1.5524674281343225,+,Broad WES
ACH-000382,1,37552392,38046995,127,5.292425294716679,+,Broad WES
ACH-000382,1,38839300,42460178,389,3.916676573199084,+,Broad WES
ACH-000382,1,42536232,45829833,610,1.9789484063240244,+,Broad WES
ACH-000382,1,45882111,248918615,11727,1.050777344210266,0,Broad WES
ACH-000382,10,46804,133626992,6894,1.0517289913043653,0,Broad WES
ACH-000382,11,193459,65880538,5101,1.059782345939951,0,Broad WES
ACH-000382,11,65881154,65882379,2,0.1267784113466699,-,Broad WES
ACH-000382,11,65882380,86672196,1750,1.0563441998881196,0,Broad WES
ACH-000382,11,86807391,87321585,18,0.5982763752257929,-,Broad WES
ACH-000382,11,88113735,89449776,37,1.4275329045423493,+,Broad WES
ACH-000382,11,89451532,96392476,270,0.5731374209364367,-,Broad WES
ACH-000382,11,99819293,134387911,2329,1.0522182660797834,0,Broad WES
ACH-000382,12,66632,133203125,9707,1.0517982488681883,0,Broad WES
ACH-000382,13,19173610,110915186,2866,0.5740697733054245,-,Broad WES
ACH-000382,13,111115274,114326533,303,0.6620852980455151,-,Broad WES
ACH-000382,14,18967233,55652179,2248,1.0467399017618522,0,Broad WES
ACH-000382,14,55652597,55653321,2,0.1483663678982691,-,Broad WES
ACH-000382,14,55653322,106875267,3363,1.0839453340706204,0,Broad WES
ACH-000382,15,19964405,50205615,2129,0.5754685536989732,-,Broad WES
ACH-000382,15,50222712,101923311,3590,1.061276810268444,0,Broad WES
ACH-000382,16,47177,66553045,4580,0.5698546933540571,-,Broad WES
ACH-000382,16,66557937,67662899,398,2.121871073988426,+,Broad WES
ACH-000382,16,67662908,69934381,352,0.5633271850638598,-,Broad WES
ACH-000382,16,69935600,69937904,4,0.071195703961183,-,Broad WES
ACH-000382,16,69939232,84662385,893,0.566818597723087,-,Broad WES
